,Users,Review_title,Review_date,Review_content,Rating
250,rsridhar2005," Very Engaging as a good movie should be
","<span class=""review-date"">12 June 2022</span>","
Versatile star Kamal Hassan is back with a BIG BANG. Thanks to the director, Lokesh Kanagaraj, the screenplay is very racy and interesting. Despite the running time, nearly 3 hours, the film is not lagging.The most interesting about VIKRAM is every single actor, small or big, has his / her moment.Music by Anirudh is scintillating.Apart from Kamal, other actors like Vijay Sethupathi, Fahad Fasil, Surya, Naren and others perform very well.Overall, everyone says the collection of the movie, worldwide, is setting new records.No doubt, VIKRAM will become a milestone in the history of Indian cinema.
",9
251,prakhar-41619," Must watch
","<span class=""review-date"">19 June 2023</span>","
Amazing amazing movie with a good script and superb acting which obviously a good movie requires at all times.Acting is outstanding and obviously not other than Kamal Hassan who proved that no matter what he does his job at best.Vijay sethupathi and Fahadh Faasil also did amazing role and all other supporting actor actresses were also great.Overall great movie to watch and enjoy.Some of the scenes were over, for example, in the last scene when the villain was announcing Kamal Hassan's bounty he was right there in the middle of the crowd and no one noticed him and he was not even in disguise
But I allow that small window to south industry. Haha
Must watch.
",9
252,papergaery," Anirudh - Take a Bow!
","<span class=""review-date"">4 June 2022</span>","
It's an ok movie, a decent one time watch.The Plus and the Hero:
Anirudh Carries the movie single handedly, making you visualize everything within his music. It's a masterpiece of a background score, and needs to be felt in Dolby.Review and the minus: Decent first half and plot build-up but looses it's way in the second. It's another movie which could have been great.It's hard to see how three intelligent actors in Kamal, Fahad and Sethupathi could have missed the plot in the second half, didn't they read the script?

                    3 out of 17 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",5
253,maruthuk-21470," Excellent comeback from Mr Kamal Haasan
","<span class=""review-date"">31 July 2022</span>","
What a comeback by Mr Kamal Haasan and the trio of Kamal, Vijay Sethupathi and Fahadh Faazil has made this film a highly riveting thriller! Direction and screenplay from Lokesh Kanagaraj was too good, but there's too much violence and some of the scenes could have been better filmed, so that this film can suit kids too.Other two noteworthy characters are Kumaravel and Agent Tina, which was a surprise package! 👍BGM of Anirudh - probably this is his best score yet and BGM for Vijay Sethupathi introduction was giving goosebumps!Because of too much violence, this film is not suitable for family audience, otherwise it would have scored a PERFECT 10! 👍

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",9
254,jomy-augustine," Where's the logic?
","<span class=""review-date"">6 October 2022</span>","
Just another KGF inspired film that has no logic at all.... Vijay and Fahad were reasonable but Kamal... Decode the film scene wise and you'll realize there's sense only where there's no Hassan. Like many other South Indian old stars who are releasing films glorifying themselves this one is kamal's it seems.... Loved agent Tina though. That was a gig.... Overall an enjoyable flick for one time if you watch it wearing 3d glasses.... Avoid the intro dance-song if you are not a Kamal fan.. just a heads-up if you don't want to find yourself in deep sleep or coma... Over hyped by fans I'd say.... Cheers.

                    0 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",5
255,vindmass," Vikram
","<span class=""review-date"">11 June 2022</span>","
One of the best films that I watched! It was an exhilarating experience. Enthralled by Director Lokesh's visionary execution that offers a glimpse intk his own cinematic universe, Anirudh's BGM & the brilliant acting prowess of Ulaganayagan Kamal Haasan, Fahadh Faasil, Vijay Setupathi and Suriya Sivakumar, the film portrays a dicredited and almost mythical ex black ops specialist trying to solve the murder of his son, in the backdrop of Drug menace - a tale in which another black ops specialist in his prime & a family loving pablo escobaresque drug kingpin get somehow involved.
",10
256,Moviebuff_Chennai," Starts with a kill and ends same
","<span class=""review-date"">5 July 2022</span>","
It's all starting absurd and leading to a nowhere. Fahad role is absolutely new and brilliant to watch. The first half is fully ruled by him and few with VJS. The second half looks very week as there is no weight on scenes and just gunfires & killings in lots.However Kamal appeared in a few scenes - he is absolutely great in his performance.The individual character references and mannerisms are really good for Fahad and Gayathri VJS and that midget rouge Kamal and his team - Tina & santhana barathiNaraen character is wasted and did not add special value Dilli character reference was nice and logic miss for Adaikalam and his bro.Rolex is one useless character in the movie and Surya made no special performance. Anyone can walk out of a car and bunch one's head - that's nothing different a Tamil cinema villain did new. The same mannerism was followed from MGR, Jai Shankar, Rajini and Vijay period and Surya just followed the same act. I don't understand why the theatre and reviewers praising for Surya entry and performance..May be I m from another universe...After Master - I fully turned out to be a Loki fan and he is one step below Master now. Second half definitely needed a change but ended up very old fashioned...1st half very good and 2nd half average.. Definitely it's a positive response and review from me...No one can save the other.
",7
257,Couziambatman," Banger!
","<span class=""review-date"">3 June 2022</span>","
Kamal sir is back with a banger and its not just him everyone involved is lit is in this movie. Action sequences are done with such perfection and with the background music is also on point. Must watch Lokesh is on the way of making a Universe of his own with his movies.

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",8
258,Filmwalla-45998," Loki's Infinity War!!!
","<span class=""review-date"">5 June 2022</span>","
This is perfect commercial + art movie at a time starrer kamal haasan as a vikram steal the show at age 67....vijay sethupati portray perfect villian role... Fahad is believable and in eyes intense at same time!! Suriya cameo is next level.... Still hoping to see karthi but not seen... Only reference we saw.... This package is a roller coaster combo that... If you want to enjoy it at full level then saw kaithi and vikram first then saw it!!! Guaranteed you will enjoy it!!!! Can't wait for it's future LOKIVERSE!

                    0 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
259,PavanKV," One of the best gangsta and thriller movie of all time
","<span class=""review-date"">6 June 2022</span>","
Vikram- What a cracker of a movie.Lokesh as a director has raised the level in Indian cinema as close to Hollywood level; even movies crossing 1000 crores need to bow down to this masterpiece.Screenplay is racy and story is astoundingly good.Fahadh Faasil is terrific with laser sharp acting.Vijay Sethupathi is dangerously good and fulfills the role beyond imaginable.Ulaganayagan Kamal Haasan is the central pillar and the spine of the movie. He shines as bright as the SUN with crazy angriness and subtle acting.Action sequences and BGM are top of the world.This movie easily goes down as one of the top gangsta and thriller movie of all time.This is how movies should be made so audience can relish it as a Michelin star food.
",9
260,urboyfarhan," how? How could u write such a script?
","<span class=""review-date"">14 July 2022</span>","
No words. Absolute madness. This was way better than kgf chapter 2 (doesnt mean i didnt like kgf chapter 2. I loved it) there is no mistake that i can see in this movie. Best of 2022.

                    1 out of 4 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",9
261,ashishbgm," Classic
","<span class=""review-date"">28 July 2022</span>","
Kamal you are beauty.... really know how to give good movies...at 67, you are just magnificent.... little movie could have cropped...movie engages you completely.

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
262,dacoiiramesh," Intriguing, Gripping - Action Thriller.
","<span class=""review-date"">3 June 2022</span>","
Great story and staging, Splendid music, cinematography and stunts, Superb character selection and performances, References and connects with several other movies to make up a franchise.Top it off with the greatest actor of our times.VIKRAM all the way !!!!!

                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
263,laogui-04449," I saw the rating at 8.3 and so gave it a visit
","<span class=""review-date"">20 February 2023</span>","
Big mistake and that this garbage should be rated so high speaks of loading and bias. I was conned, and I suspect a horde of supporters has been unleashed on this movie. 10 out of 10? Give me a break! An absurd plot with a large element of cute kitsch in the form of the sound averse baby, a pudgy hero with incredible martial arts skills, guns gangs drugs zillions of killings, a beheading or two. There are some production values in here, but just short of 3 hours of unending violence - way way overlength. It is hard to believe that the script writers could concoct such a long-winded stupid story. I watched it, all of it, getting increasingly angry as it dribbled on. Giving it 2/10 is generous.

                    1 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",2
264,RoshanHvt," The great second part of Kaithi
","<span class=""review-date"">29 July 2022</span>","
Its just simply amazing. A must watch movie and just must watch the Kaithi movie before watch this. Cause this is a continued part of Kaithi and pack of entertainment. Really great movie to watch ans the come back of Kamal Hasan is so nice.

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",8
265,kharisha," Watchable Mass Action Thriller
","<span class=""review-date"">6 June 2022</span>","
Its like treat to watch Trio, all have justified their role, First have goes with Fahad then Kamal & Sethupathi takes over, Direction & BGM are highlights of the movie.On the other hand, the theme of movie is about drugs & its destruction. Where the character sandanam ( vijay sethupathi) keep taking drugs to boost his energy , this gives wrong message to Young generation.

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",7
266,rajnnair," Star Packed with weak story line
","<span class=""review-date"">12 July 2022</span>","
Multistarrer with superstars who carry the movie on the shoulders
Fahad Fassil is excellent as the cop on a mission
Vijay Sethupathi has brought in lot of style in his characterisation of the bad man
Kamal Hasan is good but i would not rate this as one of his best from a performance point of view
Surya in a special appearance brings lots of style in his character.However from a story point of view the movie was a let down.The 6 stars are for the 4 actors.

                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",6
267,theneverendingreviewer," Only goosebumps
","<span class=""review-date"">9 September 2022</span>","
What a movie! Firstly a big salute to Lokesh Kanagaraj sir for delivering masterpieces like Kaithi and Vikram. It's biggest x factor is Anirudh music. What a music, not in Tamil not in Hindi the music in background is in English. It's most of the scenes are full of goosebumps especially the interval fight scene. I liked the character of Vijay Sethupathi in that movie and damn man his character is just..... very good. But there is also a thing that it's VFX is not good, I mean that they are average and what could we talk about acting, the cast of the movie contains the best actors of India. Story is also very good and gripping but sometimes the movie felt stretched but overall it is a worth watch movie. There is some cuss words but they are muted and there is a brothel house scene which may not suitable for children.

                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",9
268,ktgreatrules," KAMAL JI. Why?
","<span class=""review-date"">20 February 2023</span>","
Plot is ok. Acting is below average i guess. Kamal was just not fitting for the role. Cinematics of the movie are amazing. Sound design and everything enjoyable. Even side actors are somewhat justifying there role. And last entry of villain was so good. But Vikram as center of everything couldn't justify it's role. So many slow mo shots, which is fine.. but Kamal was just not the right person, it was clear that some scenes were played by stuntguy. Which is obvious. But just because Kamal was so unfit, it was evident. Lol. I think not all old superstar suits as lead/main action hero in movie like rajnikant does. Kamal should play roles where his age can be utilised.

                    1 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",6
269,shridhar_kumar," An action fest par excellence
","<span class=""review-date"">3 June 2022</span>","
A great comeback for the most amazing actor in India. Finally, you have a Director in Lokesh Kanagaraj who knows how to use Kamal Hassan, the actor.Technically a feast, the film scores in action choreography, audio effects and music. Lokesh's writing is exceptional and credits some of Kamal's iconic moments in cinema.

                    1 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
270,pranamya-33483," Vikram
","<span class=""review-date"">8 June 2022</span>","
This is a Highly Recommend Film. Finest Comeback for Kamal Hassan. Hats off to Lokesh Kanagaraj for utilising such a huge star cast and fulfills every expectations. Pure Lokesh Kanagaraj Film with hard core violence,Dark tone and Anirudh BGM and Songs are the USB of the Movie. Highly Recommended for People above 16+ due to Profanity and Regular Drug Use. Camera Rotation in Interval was never seen before in Indian Cinema and that Machine Gun Scene!!. Dilli Voice from behind and Suriya Cameo made whole theatre cheering and Screaming in my theatre in Delhi!! Prasanth Neel and Lokesh Kanagaraj has gained much trust in just a few films and are in the list of the Finest Filmmaker in India. Its bigger and larger on scale than KGF Chapter 2 and even have more Complex Story Line. Watch Kaithi(2019) before entering into the World of Vikram. So now it will be Rolex Vs Dilli Vs Vikram and Amar. Eagerly Waiting for Kaithi 2 and Vikram 2.
",10
271,badaamit," For true filmy
","<span class=""review-date"">9 July 2022</span>","
Vikram is direct sequal of kaithi movie, it is good to see Kamal Hassan sir doing larger than life action in Vikram the story is good & emotional pls watch the movie....😍😍😍

                    0 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",8
272,gopinathmc," 100% Goosebumps
","<span class=""review-date"">14 June 2022</span>","
Best interval scene ever.Great story,best actors. Everyone should watch this movie in theatres to get the great movie experience.Whole bollywood can't stand near this movie quality.Waiting for next sequel.

                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
273,miltontalukder-57858," Mind Blowing Thriller
","<span class=""review-date"">30 July 2022</span>","
This Movie is amazing to me. I enjoyed every moment of the film. You don't need a big budget to win the hearts of the audience, only if the story is good, the audience will rush to watch the film. That was a great Thriller Film 💯

                    0 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
274,aathilaleem," Eppadi da indha karumatha paaratringa?
","<span class=""review-date"">19 July 2022</span>","
Tamil cinema is slowly dying each year. Very soon it will be total dead & even we have to look for jobs in the film industry in other states like how Kerala is doing right now.
",1
275,lakshmishaks88," Fast paced action movie that you watch multiple times
","<span class=""review-date"">9 September 2022</span>","
What a movie!!It has been sometime since I watched a fast paced action movie that keeps you hooked into screen. There were very few moments where one would loose interest.The crisp story line and screen play is amazing. The movie just keeps rolling on. The actions scenes are well choreographed that you will believe an aged commando can take on multiple goons.The most amazing thing ofcourse is the soundtrack. Brilliant is all that can be said about. It fits so well with the pace that soundtrack alone makes you watch the movie once again.Kamal Hasan and Vijay Sethupathi have really brought out their experience in acting here and it shows. Faisal is brilliant as usual.Can't wait for the next installment of this movie.
",10
276,kranthireddyg," BEGINNING OF AN ERA.
","<span class=""review-date"">13 June 2022</span>","
This movie is definitely the one to watch in theatres.Watching Kamal Hassan after 4 years on big screen is just magical and the performance he delivered is even more mesmerizing.At the age of 67 the fire he set on screen is just unbelievable.Vijay sethupathi is as usual in his best.Fahad Fazil runs the first half as he establishes story with engaging screenplay.Soundtrack by Anirudh is by far one of his best albums he ever given.Interval is just awe.Suriya cameo is another cherry at the top.And the very idea of Kamal Hassan, Suriya, Karthi sharing screen is just spine chilling.This movie is not just a regular flick or Kamal Hassan comeback movie.This is an origin story for the multiverse Lokesh Kanagaraj set in motion with a lot of potential.Cross-over, sequels, prequels, spin-off are all set in motion with this movie.As he develops the script he can add more superstars and more blockbuster films he can deliver with ease.This film series can most probably become the future of Kollywood action movies.Must must must watch in theatres.
",10
277,sangavia," Good action flick
","<span class=""review-date"">18 June 2022</span>","
The movie keeps us hooked for almost 3 hours, ending fight screen could have cut short ten minute, but end cameo's was worth watching, the movie is led by three heroes, with awesome characters perfection. It's worth watching for all three characters,

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",9
278,raviorteja," Pure bliss
","<span class=""review-date"">14 June 2022</span>","
I think it's the quarter of South cinema... Pushpa,RRR,kgf2, and then there is Vikram! It's one of the best cinemas in recent times... Pure technical class! Script, direction.... Master class performances of Kamal Hassan, Vijay Sethupati and Fahad,Suryas cameo role! And the master blaster anirudh for his bgms, without which the scenes wouldn't have that sheen....

                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
279,pugazholi," Good movie
","<span class=""review-date"">5 June 2022</span>","
Very well done at international level standard. Fazil and Suriya the best of all. So many characters and it took half movie to get a hang.of what is going on.

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",8
280,djpa-76657," This isn't a film, THIS IS A DRUG
","<span class=""review-date"">1 August 2022</span>","
Till date I've watched the film more than 5-6 times, twice in theatres and rest on Disney+Hotstar and yet I'm not over this drug, the addiction level to this film is damn high! I guess I need to write a review about this film which will calm me down well!The moment I heard about this film my excitement level reached sky limits not only because it was a Kamal Hassan comeback film that too directed by my new favourite director Lokesh Kanagraj but also because the film also starred 2 of my favourite actors in India- Fahadh Faasil and Vijay Sethupathi. I watched the trailer and that immediately intrigued me what the plot will be all about, hence I went to theatres without any friend of family member of mine and watched the movie with few people around as here in Hindi belt very few knew about Vikram releasing, all thanks to absolute garbage film Samrat Prithviraj taking over the screens. And I was blown away within few minutes of the film, it was literally a follow up to Loki's previous blockbuster Kaithi? Why was this kept a secret from the audience? Lokesh Kanagraj already established a cinematic verse with Kaithi and continued with Vikram yet no one knew about it? That was a complain I had but who cared in Hindi belt what was going on, I wished Vikram had same level of marketing that Baahubali series, RRR and KGF 2 had and same hype around audience in Mumbai.Plot: Within first few minutes of the film Kamal Hassan's character supposedly died and Fahadh Faasil starts his investigation around series of deaths and that keeps you hooked completely. I was blown away by the fact that Fahadh had dubbed for his own voice in Hindi, didn't know he spoke Hindi that well. Now I really hope to see him in some Bollywood film, not in side role but a lead role that'll justify his talent. As the story unfolds very little references to Kaithi was shown in the film, but the Hindi dubbing part pretty much annoyed me as in Kaithi they changed the characters' name from Bejoy to Arjun or Dili to Shiva but in Vikram they retained the OG names instead of dubbing them as well, why would those dubbing studios or dubbing directors do that!? They retained OG names from Kaithi in Vikram but decided to change Vijay Sethupathi's name from Sanhdanam to Chandan? Now in the future what am I supposed to call Karthi, Narain, Sethupathi Arjun Das or Harish Uthaman in future movies, their dubbed names or OG names? The continuity can't be blamed on Lokesh Kanagraj because it's fault with Hindi distributors how they ruin the fun. But that was easily avoided by first time viewers as no one had any idea about Kaithi in my theatre hence I took the enjoyment in the narrative, how the investigation unfolded, one by one every interesting character was introduced with Faasil leading the film from the front while Vijay Sethupathi seemed to be having a supporting role although his entry was whistle worthy, perhaps the best entry in the film unlike many heroes having lean or 6 pack abs shirtless entry, here the Makkal Selvan appeared bare body with flabs coming out and seemingly enjoyed the film like nobody else had done. That was the evil entry! And as the film reached interval point, VJS and FaFa were as excited and shocked as us audience when The Universal Hero appeared onscreen after a kickass action. And fro, that point Kamal Hassan took over the film and what followed was madness and mayhem presented by the mad genius Lokesh Kanagraj, how Vikram and his team fights out the drug cartel led by Chandan(VJS) with Amar(FaFa) joining the fight after taking a backseat.Performances: Before I get to the trinity of acting prowess I'd like to talk more about support cast. The one who stole the show with only one scene- Vasanthi as Agent Tina! The action she did, with fork knives spoons and tried her best to save Vikram's family was whistle worthy! That scene alone made me hoot for the film every time I watched it! Agent Tina was easily the best support character in this film. The very next best supporting role came from Maya S Krishnan as the escort. Those scenes were hilarious and brought the house down, well supported by Anirudh's BGM(I'll come to that part soon!) Chemban Vinod Jose did well as Police Chief who was surprisingly one of the antagonist of this film, besides other Agents, Chandan's men, Narain as Inspector Bejoy and other Vikram's team members did well as per their part with Jabir Sadiq emerging as another highlight due to the fear he brought in cutting leg, especially during Kamal Hassan time.Now I'll come to the lead performers- FaFa was the main man in first half. It became out and out Fahadh Faasil show in first half of Vikram and in some scenes even overshadowed the Ulaga Nayagan in his own film! He didn't have any quirks like VJS and Kamal Hassan did but stood tall in his performance leading the film well and kept us hook only through his acting. If anyone asks me who is the best actor of India in today's generation I won't say Ranbir, Ranveer, Vicky Kaushal or Ayushmann Khurrana, the name is one and only Fahadh Faasil! While FaFa lead the first half well, VJS brought the house down with his screen presence itself. Despite playing another villain he gave new dimension in his performance, this time the entry scene, his own take as contemporary hero till the villainous avatar took his place and the fear he showed humbled his character well enough which had too many shades and performer like VJS was surely gonna nail it! He's the Makkal Selvan The People's Own Treasure! Now I've talked about my favourite stars, let's talk about their favourite- The Universal Hero, The Ulaga Nayagan, The Kamal Hassan! He's 60+, almost 70 year old man and he was the Vikram he carried from his old film of same name, same character and same swag! Kamal Hassan in second half is what this film truly is all about! My dad and mom used to be big KH fans and I never had cared about him but after Vikram I'm eagerly dying to see his other films in Tamil as well, not just the old Hindi ones that I've watched. He's easily amongst the best actors in the world, imagine putting Al Pacino and Sylvester Stallone into one roll, yup that's who Kamal Hassan is! And while these 3 weren't enough, here comes the screaming cameo of Rolex Bhai, SURIYA! It was well teased earlier Suriya is going to have a cameo in this film, just not what I had expected! I thought it'll be some starry cameo or for the sake of audience, but instead it became an uproar of him playing the ultimate antagonist of Lokesh Cinematic Universe, bringing Kaithi and Vikram rolled into one big universe Lokesh Kanagraj created! If Ironman(Karthi as Dilli) is already in this mess, Captain America(Kamal Hassan) and Thor(FaFa) already dealt with Loki(VJS) than now they're ready to face the ultimate Thanos(Suriya) in the madness created by the Lokesh Kanagraj himself! Can't wait to see how the universe unfolds, especially the battle of brothers- Karthi vs Suriya!While the 3 pillars above are covered up well enough, we cannot forget the fourth pillar of this film- Aniruddh! The BGM provided for almost every character and every situation is as addictive as a drug and uplifts the film well! The Vikram remixed, VJS entry and fight scenes, Amar's own music, the Escort BGM(how smartly that was used needs unanimous hoots) and of course the Rolex Music as cherry on cake, amongst all of them Once Upon A Time There Lived A Ghost emerges as my favourite! I've made sure even my family watches this film again and again and they did, totally love it as hell! The scene in which KH FaFa and VJS were facing each other is easily amongst the best face off in Indian film industry ever! Just wished a proper face off between Amar and Chandan, but Vikram was enough for Chandan to face! Going with all 10 stars, only wished Hindi dubbing was as good if not better than RRR KGF films.
",10
281,man_utd-81303," Watch it, you won't regret it.
","<span class=""review-date"">11 June 2022</span>","
I went to this movie after running 5km in 30 mins and was super pumped. The movie didn't let me down and the movie is full of great performances. Vijay and Fahad showed their class throughout the movie and Kamal Hassan did what he does, act.Go watch it in the cinema with popcorn and have a good time.

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",8
282,rdineshkumarcs," One time watchable
","<span class=""review-date"">5 June 2022</span>","
Good bgm and screenplay. Normal story with lot of gun fights. All hero characters but not bored scenes. 1st half is good. Some scenes expected and some are twist.

                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",7
283,balasandeep-17696," Master class
","<span class=""review-date"">11 July 2022</span>","
Absolutely stunning movie and every one acted crazily and there is no need of special mention to Kamal Hasan.The action sequences and some scenes miss the logic but I would still watch it because there are movies in Telugu like RRR, Akanda and SVP who were hits for no reason. Those 3 movies have no logic, nothing just promotions promotions promotions where as Vikram was a silent killer.Can't wait for suriya in next part....,BGM of this movies is just crazy as nuts and anirud is india best music composer for sure.

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
284,shell-79937," Lokesh Universe of Marvels
","<span class=""review-date"">8 June 2022</span>","
Totally mindblown with this movie. The way Lokesh create each characters is worth to watch this movie. This is a new Kamal sir on screen. Fafa is too good. His eye is so addictful. VJS - oh mannnn. What this man can not do? He totally killed it. Surya as Rolex show stealer and everyone is waiting a full fledged movie on his character as Rolex. I'm waiting too. Anirudh's misic were blasting the theater. Overall the movie was fire.

                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
285,rovebout," WeCram Carnage
","<span class=""review-date"">5 June 2022</span>","
An ensemble gangster - cop piece from the wood work,. You""ll find yourself within the throes of this neo noir racket of loud mouthed hunters, without redeeming qualities, empowered to kill using rusted firearm, saw, breakneck bare knuckle punches. Mr. Director here seemed to have gorged on Guy Ritchie and Tarantino style but least the same. Some scenes are extended, violent, and bloody that it could ghost 'Terminator'. No amendment to this racking slaughter house movie is absolute. I heard some one scream ""bang bang"" in the crowded cinema. Call it freedom of speech for a movie that is clueless, full of lopsided characters, so relentlessly terrible that I can't even muster the rage and exasperation. The interlinking events that eventually wrap together type of making a film seemed to have gone awry with a sordid cameo in the climax that fiercely pimp smacks you till you've lost count of what the heck this movie was about. Was it Frried Rice or Omega... anyone?

                    13 out of 39 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",1
286,nickraman-27699," A punchy comeback & the start of cinematic universe.
","<span class=""review-date"">21 June 2022</span>","
Vikram can be termed as either a Kamal Haasan comeback or Kaithi 1.5, serving as an entry to Lokesh's Cinematic Universe.Vikram can also a spinoff of the original Vikram (1986) where gaps are filled in between the events of 1986 film and this story. It's
likely that in the development of this film, Kamal would have rendered an idea where post Agni Putra's episode in the 1986 film, Agent Vikram
is assigned to lead a Black Ops squad the following year (1987) consisting of squad members (Agent Lawrence, Agent Tina & Agent Uppili). The
squad was deemed successful for the Govt, up until 1991, where the squad experienced critical failure and had gone underground as a result
of that failure.What's interesting here is that Haasan takes a backseat in the film and lets Fahad Faasil drive with support from Vijay Sethupathi, Chemban Vindod and others. Faasil gets a solid role here and makes up for his one-note appearance from Velaikaaran, where I felt he was severely limited.As for Sethupathi, he was as good and on par with Haasan and Faasil. In fact, would rate this far better than his recent performances, where I felt he was just sleepwalking through his earlier roles. As a film, Vikram is far better than Kanagaraj's Master, where I felt the compromise between a Vijay film and a Lokesh film tilted more towards the former.Any blemishes? The blood and gore in the film won't be to everyone's liking. However, if you can relish the blood and gore from the KGF duology (specifically Chapter 2)
, you'll love this movie. Also, that Suriya cameo was just awesome.Another criticism is the Pan India Marketing. This is still an issue with Tamil films projecting themselves as Pan India but unlike Rajamouli's RRR or Neel's KGF, Vikram had only Kamal to do the promotions across North India to get the Hindi version across. The result? Not so earth shattering collections in the Hindi belt, yet thanks to the hindi version being sold for under 3C, the collection is double/thrice that, so it's still a profit thanks to the word of mouth. But this promotional works for Pan India needs to be worked on from the Tamil Industry.Coming back to Kamal's return with this Vikram; Hope he realizes what the paying public has been missing all along while he's been delaying or
shelving projects, doing needless reality TV show anchoring (Bigg Boss Tamil) and above all, Politics.PS: Please watch Kaithi before watching Vikram.
",8
287,arjunsmadhu," It's a Ufff... 🔥
","<span class=""review-date"">8 July 2022</span>","
Linking Kaithi into this.. Oh my God... What is waiting 🚬.. Kamal, fafa.. And all 🔥 🔥 🔥.... Rolex is precious 😂😂💯.. What a come back Kamal sir.. The Golden teeth makkal selvan... Fabulous.

                    1 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
288,souravchakraborty-58608," Mental mass or master mass
","<span class=""review-date"">5 June 2022</span>","
Tamil industry has now got their kgf or pushpa. This is mass movie made perfectly with class. Every aspect of the movie is perfect. Star enters are supper . Supporting casts are all surprise
One complain I had with the entire cast and crew of the movie is that why they did not promoted the movie ,Did they not have trust on their product.

                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
289,ranjitkaman," Best movie of 2022 by far!!
","<span class=""review-date"">13 July 2022</span>","
This has to be the best movie i seen ths year,,its even better and enjoys then RRR & KFG..trust...excellent direction,,great ensemble cast...sleek writing and editing,wonderful action,,,,kamal hasan,fahad fasil & vijay setupathy at top form,,,my god that BGM is at another,,,highly recommended 👌

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
290,ferryalwin," It was the best
","<span class=""review-date"">18 June 2022</span>","
Bro this is the movie of the year 10/10 loved it.loved every single minute. Kamala Hasan's acting vara level, Vijay Sathupathi's acting was very good,Fahad Fazil's acting was great.

                    2 out of 4 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
291,AMOGHREVIEWS," BLOCKBUSTER
","<span class=""review-date"">19 September 2022</span>","
A 100% Lokesh Kanagaraj Film... Each & Every Scene Has His Stamp Over It! Kamal Haasan Makes A Powerful Comeback, He Not Only Gives An Outstanding Performance, But Also Allows His Co-Stars (Fahadh Faasil, Vijay Sethupathi) To Equally Shine & Even Over-Shadow Him In Various Sequences... Like Director's Other Films, ""Vikram"" Too Is A Combination Of Class & Commercial Elements, It's An Unabashed Love Letter From Him To Ulaganayagan... Anirudh Ravichander's Electrifying & Energetic Music Is Cherry On The Cake... It Elevates The Film To Another Level & Plays An Important Role In Making Us Understand The Various Characters.

                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
292,sunilpalandurkar," Unprecedented and epic🔥🔥🔥
","<span class=""review-date"">15 June 2022</span>","
No words are enough to explain how big and unforgettable this movie is. It ticks all the boxes of story, screenplay, action, suspense and thrill, supposed by an enormous BGM. I am addicted to this epic action ride🔥🔥🔥

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",9
