,Users,Review_date,Review_content,Rating
507,Blessly Gem,a year ago,"I AM A HUGE FAN OF KAMAL SIR, I M REALLY SCARED WHILE HE ACT WITH VIJAY SETHUPATHI COZ , HE DOMINATE ALL BY HIS UNIQUE ACTING, WHERE AS HERE KAMAL SIR EXTRA ORDINARY WHAT AN ACTING , WHERE ALL OTHER CHARACTERS HAVE PROVED THEM SELF, ESPECIALLY FAHAD FAZIL, VJS (MASSU),TINA, ETC, FANTASTIC MOVIE ,,,,"," Rated 5.0 out of 5, "
508,Satyam Rao,a year ago,I really must say Kamal Hasan has banged again with his silent performance. Vijay is exceptional after Master. But the main touch will be in second part when Surya will be coming with Kamal Hasan. Eager for release.," Rated 5.0 out of 5, "
509,Suman Karki,a year ago,"Masterpiece all i can say is don't forget to watch this movie will not let you leave your sit not even for second action thriller story emotions actors acting direction bgm all superb 
Just go and watch it on theaters 🎥 👌"," Rated 5.0 out of 5, "
510,SWARAJ R,a year ago,"it's a very good film, all characters are doing their character very well, I like Kamala Haasan, Vijay sethupati, Suriya, Fahad and all did a good job. really very very good film. Now you can watch it on Disney+ Hotstar."," Rated 5.0 out of 5, "
511,Vishal Joshi,6 months ago,I only watched this movie after seeing good ratings on imdb and Google only to be left extremely frustrated. Movie is totally cringe. There is no substance in the story. Such movies have been made a lot of times earlier too. Won't reccomend to anyone. Don't be fooled by these ratings.," Rated 1.0 out of 5, "
512,Sumith Jog,a year ago,What a beautiful film which merged two films story. It was just like a MCU story in which all movies are connected. Worth watching and the best action movie so far I have watched 💯," Rated 5.0 out of 5, "
513,Dhavaa Dhavaa,a year ago,"Excellent superb fantastic more & more!! Well deserved applause and heads up to the entire team who did the great job👍🏻Surya's appearance trilled the audience, wow moment😍Hope to see more such movies on screen😊"," Rated 5.0 out of 5, "
514,JOHN T.R,a year ago,"Editing could have taken more emotional effect. But lost somewhere!character Amar shoud be cut shorted. Length of investigation sceens down the sparks and emotional continuity. Super action, acting, camera. One time must watchable!!!!"," Rated 3.0 out of 5, "
515,puneeth j,a year ago,Fantastic movie!! Enjoyed every moment and there are many goosebumps moments you can enjoy!! no more spoilers please see for yourself 🤭🤭 and I am not talking about surya's cameo... expect more💥💥," Rated 5.0 out of 5, "
516,david sugan,a year ago,"Vikram... this movie vere level more than expected , Kamal sir , Fahad sir, Sethu na , all done their very best, Ani vere mathri oru BGM and movie biggest backbone, Dir Lokesh na , no words to praise him vere level , he proves tamil cinema also can make Cinematic Universe movies <3"," Rated 5.0 out of 5, "
517,Mehdi Rizvi,a year ago,"This was literally out of imagination. We can say that this was one steps further to KGF -2.

I don't know where South Indian Industries are going, but the way they move, it's going to be tough for KOREAN FILM INDUSTRY & HOLLYWOOD INDUSTRY.

This is the must-watch movie to feel the theater experience."," Rated 5.0 out of 5, "
518,Jay Prakash,a year ago,Main kudos to cinematography and back ground music. direction at its finest. director celebrated kamal in each and every frame.just like lokis fav dish briyani the movie has each and every flavour in it <3," Rated 4.0 out of 5, "
519,Chetan Kavi,a year ago,"Very good action from versatile Nayagan Kamal Hasan.a strong villain part of makkal Selvan Vijay sethupathi &  of the most interesting Fahad a investigating officer.
I don't know which scene was shot first ,the machine gun scene in KGF-2 was the same in the last scene in    'VIKRAM' handled by Kamal for the sake of defending his grand son 👍✌️😄"," Rated 4.0 out of 5, "
520,Banu Vimal,a year ago,"Mindless violence.
Kamal's Vikram movie (part1) was like a James Bond movie, but this one is has no logic. Whatever did the director tried to convey?  Lot of editing mistakes.
  Climax seen was a lot of confusion. It all happens at a building or containers is a confusion. One week later Kamal happens to be watching his grandson from a distance at the same time is among the mob.
Horrible movie. 😕"," Rated 1.0 out of 5, "
521,Navin Kumar,a year ago,"Superb action thriller movie by Kamal Hassan ..
Quadas to him old man superb action kamal.
Vijay Sethupathi villain character superb and specially Rolex action Surya stunning performance at the climax."," Rated 5.0 out of 5, "
522,Jagan Mohan Kaliamurthy,a year ago,"Must watch 
Fahadh Faasil is amazing
This may not be like Maanagaram or Kaithi but I understand why Lokesh had to deviate from his usual style
With such great cast he has done his level best
Kamal will he ever age"," Rated 5.0 out of 5, "
523,Jagadeeswaran. N,a year ago,"One time watchable not worth like KGF 💥💥💥
One star for old story plot and poor screenplay.The music gives headache.
The story is suitable for old and death people.
Kgf gives goosebumps Vikram gives sleeping dose. Show the movie in operation theatre patient sleeps well
Another comedy movie from Tamil cinema 😂🤣🤣🤣"," Rated 1.0 out of 5, "
524,prasangi babu,a year ago,A wonderful movie by Kamal Hasan sir it will lived a legend movie i Have watched 3 times in theatre love this movie waiting for Ott realise bin hotstar   ❤️ if you are watching this review please don't miss the movie," Rated 5.0 out of 5, "
525,Raj Kalidindi,a year ago,"Cheap Mass movie to try to make money.  Horrible and disgusting violence.

Tamil Cinema cant seem to give elegant, classy movies for any genre - comedy, romance, slick action.  Even some actors who gave some good movies in the past are resorting to such movies now a days in Tamil.

Movies like Alaipayuthey are no longer being made😟"," Rated 1.0 out of 5, "
526,krithik aakaash,a year ago,"Complete action pumped movie. Fafa carried. Kamal Hassan klassy acting. However Lokesh kanagarj has putodne himself with his fantabulous screenplay. A good follow up to kaithi. The end was good... Memorable acting from Naren, Gayathri and kalidaas... Hit movie!"," Rated 4.0 out of 5, "
527,Sayan Biswas,a year ago,"It's perhaps the influence of The Dark Knight on a generation of filmmakers and filmgoers that it’s impossible not to think of the film when you see echoes elsewhere. In Vikram, for instance, vigilantes are out and about. They are climbing into buildings; they are hanging from ropes."," Rated 5.0 out of 5, "
528,Shakila Syed,a year ago,"The actions of Fahadh Faasil, Kamalhasan Sir, and the other agents were very amazing. Why is the team of Surya and Kaidhi entering such a failure.

This is not the movie of the year 2022; it is something far different.

'Yash' the rocking 🔯 movie KGF2.....One!!! the one and only movie of the year 2022👍"," Rated 1.0 out of 5, "
529,Krishna V R Muppavarapu,a year ago,Intelligent film... Powerful message in a super multi layered complex story. Respect for the film that doesn't take audience for granted. Kamal Hassan at his best. Must watch.," Rated 5.0 out of 5, "
530,Mr. Anantharaj,a year ago,"Super movie 🎥# Vikram #Kamal is Legends 🔥
    
Mass Acting...

Kamal Hassan what an actor... by god Vijay Sethupathi my abosulte all time favorite what a look you carry and Fahad class class actor🔥🤙

#Sirapaana Thaaramanaa Sambavaam #VikramMovie"," Rated 5.0 out of 5, "
531,Sumit Mittal,a year ago,This is perhaps kamal hasan's greatest movie after indian and the movie is entertaining from first scene to last scene. Kamal hasan is very intelligent when it comes to selecting story before signing any movie. Dont miss this one.," Rated 4.0 out of 5, "
532,S M S EDITS,a year ago,Wonderful movie tamil cinema cross next level lokesh is real beast Aniruth music fire Fahadh Faasil acting mass vijay sethupathy roll mass level surya mass and kamal Hassan sir is one of best mass hero world cinema final virkam mass goosebumps movie all time favorite movie in my life 5/5," Rated 5.0 out of 5, "
533,Naveen Rj,a year ago,"Massive movie of this year. One of the best action movie i thoroughly enjoyed watching in theaters, lots of goose bump moments. Thanks to Lokesh & Kamal such a grant action packed movie."," Rated 5.0 out of 5, "
534,Anshika Singhal,a year ago,Must watch :) i am not south indian movies fan but i really like this movie . Concept was good with full too entertainment plus emotional also .," Rated 5.0 out of 5, "
535,Aswathi Krishna,a year ago,"The best!!!! The best movie that I have ever watched in my entire life. It's filled with love,action,thriller and everything together. Such a masterpiece."," Rated 5.0 out of 5, "
536,Somnath Modak,a year ago,"A must watch.. Brilliant execution!
Kamal Hasan, Fahadh Faasil and Vijay Setupati are at their best...
Watch for their swag and screen presence..
Excellent story telling, music and cinematography..
A BLOCK BUSTER!"," Rated 5.0 out of 5, "
537,Iam Akhil,a year ago,"Very good film  ♥ ., great acting by kamal sir, vijay sethupathi pathi & Fafa🔥 ., extraordinary movie., mind blowing narration by the director lokesh kanagaraj... So overall, A wonderful Biryani to all the movie lovers"," Rated 5.0 out of 5, "
538,karthi keyan,a year ago,Every Minute Every Second Thrilling Expectation Scene By Scene Amazing Totally Said This Film SIMPPPLYYY SUPERBBBBB... Especially That Interval Block Always MASS...Always Kamal Sir ROCK Of Acting... Vijay Sethupathy Bhai WELDONE ... Other Characters Are Nice...," Rated 4.0 out of 5, "
539,Inderjit kaur saini,a year ago,"I loved it.
Very nice action movie and well played role by each and every character in the movie. Huge fan of vijay sethupathi acting and Kamal Hassan"," Rated 5.0 out of 5, "
540,Rahul Thushara,a year ago,Awsom movie.. Unpredictable finishing and character intro.. Vry much hard working lokesh.. Praying for great achievements. I hope director Lokesh can direct many more films like this💥  ," Rated 5.0 out of 5, "
541,Sachin Leo,a year ago,"Tharamana sambavam. after the hit of master movie lokesh is back with full action pack starring Aandavar VJS FAFA and  Surya 


And request to google and wikipedia Pls Add Surya's name In Vikram Movie Cast >> He Has Done Cameo Superbly And Hats off To The Director Waiting For Thalapathy And Lokesh Combo Hit For #Thalapathy 67"," Rated 5.0 out of 5, "
542,Bhagyashri Hanumante,6 months ago,"Too late to watch this amazing movie
Perfect blend of suspense, action and of course kamal haasan sir hai aur comedy na ho!! 
Must say that 2022 had represented stunning movies from South India🖤"," Rated 5.0 out of 5, "
543,Sense Legend,a year ago,The kollywood is back . This movie is amazing 🤩 . Screen play camera angles. acting worth watching. And like all movies it has some plot armours but the crew made is smooth 🔥💯," Rated 5.0 out of 5, "
544,Naresh kumar Pradhan,a year ago,"It's absolutely a masterclass from Kamal Hassan. You will feel like watching a Hollywood movie. You will feel like watching Bruce wills. This is the end of bollywood and the pan Indian movie industry is began with bang. Clear message for bollywood, change or let ways for others."," Rated 5.0 out of 5, "
545,Madhusree Assam,a year ago,Overall a excellent movie the reason I m rating 4 stars is the movie needs always 4 to 6 songs but it only has 3 songs so I only rate it 3 stars but terms of acting and story it's mind blowing Vijay sethupati godly acting but it's funny that any movie hero has six pack but kamal Hassan doesn't has it but he did a godly acting nice movie," Rated 4.0 out of 5, "
546,Manu Ganji,a year ago,Vikram is about a black squad agent who starts gunfights over boiled milk. He needed milk for a toddler - would've costed 20 rupees at most but he chooses waste 10s of bullets worth 60 rupees each. His fellow agent Tina chooses knife fight over hiding the most important asset she's protecting. I think his batchmates were killed for plain stupidity but he kept believing it's for their talent.," Rated 1.0 out of 5, "
547,J V,a year ago,Simply amazing. Better than Hollywood movies. I want the Hindi audience to get a taste of it. Raises the benchmark for Pan-Indian films. Must watch in theaters.," Rated 5.0 out of 5, "
548,apurva thorat,a year ago,"Fantastic film 
Fantastic Background music
Outstanding Performances
Very well choreographed action sequences
Overall Vikram is an excellent mass entertainer
Lokesh Kanagaraj you are a genius👏👏

NOTE- Please watch Kaithi made by the same director Lokesh Kanagaraj before watching this film"," Rated 4.0 out of 5, "
549,Rajesh Rashte,a year ago,"One of the Best Films of this year 
Thriller
Edge of the seat 
Vijay Sethupati he is a 💎Gem
Fahadh Fassil is Great
Kamla Hassan is Diamond and soul of this Film

Waiting for Part 2
Mark my words Part 2 will cross 500 crores at the Box office"," Rated 5.0 out of 5, "
550,Prakash Essurrudeen,a year ago,I give a damn about language good cinema is good cinema ...this one is a gem watch it if you love movies 10/10 many surprises and this movie takes time to make you discover each character 100% just brace yourself when all is disclose you will make more wish," Rated 5.0 out of 5, "
551,VIJAY KUMAR S,a year ago,"Only hype, not that extent as it is being published. Only tamil people are promoting it that's why the movie has done good only tamil markets. Just above average movie Kaithi is more interuging than vikram. I love Kaithi."," Rated 3.0 out of 5, "
552,Snehasish Rout,a year ago,"It's an action thriller movie... I feel this movie is the best movie since the last decade... Moreover the director of this movie, Mr Lokesh Kanagaraj is creating a Cinematic Universe where Vikram (1986) and Kaithi (2019) are it's prequels in which Kaithi must be watched before you decide to watch Vikram..."," Rated 5.0 out of 5, "
553,Chikku,a year ago,"The Film was thousand times greater than Hollywood Movies. A Technically advanced and Action packed Film which is raw and rustic with the characterisations of Kamal Haasan, Fahadh Faasil and Vijay Sethupathi.
Never miss this Masterpiece in Theaters."," Rated 5.0 out of 5, "
554,Kiran mardi,a year ago,"What a movie... stunning visuals, crazy BGM.. Hollywood range action.. can't get enough of movie runtime.. 😍 👌 

Must watch for all the action movie lovers.. Kamal Hasan has steal the show..."," Rated 5.0 out of 5, "
555,Umar Faruque N,a year ago,"Superb film ,casting making , story line. everything is  extra ordinary.  wonderful theater experience  #kaithi and this movie make me a huge fan on the director LK"," Rated 5.0 out of 5, "
556,Murali Krishna,a year ago,Ulaganàyagan tile Kamalhassan Sir deserves.. Ultimate performance by him... VJS and FF had done a great job!!!! Lokesh is another diamond for Kollywodod and wish him many more 🙌," Rated 5.0 out of 5, "
557,vijay sarathy,a year ago,"I am very happy that kamal sir home production has got tremondos response.
Hope more mea ingful and good films will roll out from kamsl sir
Best of luck to you sir"," Rated 5.0 out of 5, "
558,Vijay Singh Khainal,a year ago,Perfectt...terreficcc....organised....non preachy....till INTERVAL....POST interval a real let down......its like you overcooked a perfectly marinated meaty prep.....Kamal Sir is like the man on fire Denzel accept for the preachy part.....Vijay sethupathi just nailed it ..his attitude in the movie was so pleasing to the soul....i didnt know abt him till this movie and now he is my fav villain.....Fahad fasil sir ..with the kind of personality he has ...he really pulled off his character so well. ...More," Rated 3.0 out of 5, "
559,Yogesh Thaladiyan,a year ago,"very good film for 3 hrs ...a lot of content was delivered ..i loved the movie 
personally. entries were awesome....a 100% lokesh kanagraj film...fabulous acting by each and every character ...and actors were perfectly suited the roles...very nice ..."," Rated 5.0 out of 5, "
560,Stan Hill,a year ago,The best action movie I've seen in years I really love Bollywood and the subtitles. I was thoroughly surprised this was a cliff hanger that kept you in the edge of your seat from begining to end.," Rated 5.0 out of 5, "
561,naveen kumaran,a year ago,"Superb, Awesome, Fantastic, beautiful, lovely on 2022 movie of the year.

The Legend of prove our self....

Awesome screenplay.....

Sethu sir, you are ghost....

FaFa sir great..

Surya sir your are crazy and pure action.....

Salute #loki ji......

We're except 2nd part......"," Rated 5.0 out of 5, "
562,Pratham Mishra,a year ago,"Madness 🙇 Kamal Hassan What An Actor, Legend Himself. Shocking By God Actor Vijay Sethupathi My Abosulte All Time Favorite What A Look You Carry And Fahad Fasil You Just Blown Up Once Again.. ~🙌 Loved It."," Rated 5.0 out of 5, "
563,Radhika R,a year ago,"Very disappointed with the entire film. Had so much expectations on seeing the wonderful actors in the movie but what a disappointment . It was so confusing , too much violence . Above all the music was so jarring and very loud throughout the film. During intermission when the music stopped it was so soothing and peaceful !! Waste of time and money. Better stay away watching this movie"," Rated 1.0 out of 5, "
564,RajKumar Badugu,a year ago,"Speechless. BGM Cinematography And the way director made it, it was really awesome. Fahad and Vijay nailed their characters. And what should we say about Kamal sir. He was like a roaring lion."," Rated 5.0 out of 5, "
565,Malkiat Singh Bhullar,a year ago,What a masterpiece.. After Bahubali I will Rate Vikram is second best movie made by South India. Hat’s off to Kamal Hassan sir.. what a performance 👏🏽👏🏽👏🏽," Rated 5.0 out of 5, "
566,Hrudhay N,a year ago,"The screenplay, effects, BGM and mass moments make it a memorable watch. Superb performance by Fahadh, Kamal and VJS. Ultimate film and not to be missed"," Rated 5.0 out of 5, "
567,Madhan Padmanabhan,a year ago,"Another good film from Kamala Hasan!!!
LK-KH combination has made a impact on the reality and impact of drugs in society. The failure of the system to control and there the Hero comes."," Rated 5.0 out of 5, "
568,balaji n,a year ago,#Rolex# call him Rolex sir# suriya rolled all credit from all others! Sets fire 🔥🔥🔥last 5 min.But never than less #fawad and #Kamal(he is master of all). # lokesh kankaraj a perfect blended raw story served with a perfection. Take a bow# vetriiii kannaaaa vetriiii#," Rated 5.0 out of 5, "
569,Vamsi Vaddineni,a year ago,"After so many days I came out of theatre with complete satisfaction... ❤
Action, thrilling scenes, twists, fights, bgms, emotions,, every scene was excellent👏🔥
My favorite scene was 
VIKRAM son naming his son as VIKRAM... 😍😍"," Rated 5.0 out of 5, "
570,Sarath Kumar,a year ago,"Promoting violence and brutality by showcasing drugs usage...that too you can't even expect the lecture more than 3 min....
I'm not against any actor I admire their performances but over violence,killings, guns ,deadly weapons these will definitely mislead youth.
Don't say it's just a movie it will influence the people for sure.
I'm sorry if I hurt anybody."," Rated 1.0 out of 5, "
571,Arthi Ravi,a year ago,"A must watch movie, it's directly linked to 2019 Kaithi movie. Lokesh Kanagaraj vechu senjitaru.... Kamal sir hats off to his dedication and everyone in the team... Please do watch in theater....Can't explain in words."," Rated 5.0 out of 5, "
572,lathika k,a year ago,"Vera level sema movie. Its original lokeshs film,not copied from anywhere. After watching this other movies like pushpa, kgf seems like nothing. 
A proud Tamil audience."," Rated 5.0 out of 5, "
573,Praveen Py,a year ago,"Really super movie, watched the movie with my friends and I really liked the movie no dull moment, no boring sequence, everyone has played the role perfectly and a complete package worth watching. waiting for kaithi 2 and vikram 3
 My rating 4.5/5"," Rated 5.0 out of 5, "
574,Kapu67 King,5 months ago,Really this is the another blast of 2022 after kgf and rrr from South India what the there surprisingly twist and turn with maacho suspense this is very force for to watch it don't be miss it with cool cinemotography," Rated 5.0 out of 5, "
575,Debmalya Bhaumik,a year ago,"So this is Hollywood in india....
Its action, thrill and everything from very first scene...
Kamal Hasan, vijay setupati and fahad fasil rock it again....
Awesome, fantastic, mind-blowing
A must must must watch movie
👍👍👍👍"," Rated 4.0 out of 5, "
576,Aananda Krishnan,a year ago,"VIKRAM - 9.8/10

Kamal Hassan - Intensity through eyes, Universal Star for a reason
Vijay Sethupathi - Pablo Escobar is nothing compared to your character 
Fahad Fassil - Well executed role with proper screen space 
Surya - Dynamic role 

Lokesh Kanagaraj cinematic universe is well built with spot on references and a strong foundation built on brilliant script work."," Rated 5.0 out of 5, "
577,Karpagavalli C,a year ago,"It was the first movie with a separate universe introduced by Loki 

 Best Tamil movie that I have ever seen enormous acting from all one especially Vijay Sethupathi
 
 All the best for highest grossing films in India"," Rated 5.0 out of 5, "
578,Harikesh Ram,a year ago,Vikram is an absolute treat to cinima lovers !! Lokesh is such an amazing director! Wish he comes up with many more such movies in the future 👍," Rated 5.0 out of 5, "
579,Gaming Bro Aditya,a year ago,"Full awesome move this movie is full of suspense great acting of all movie characters and the last Surya's acting is fire and he is great act on villen role last of the movie 

     I love this movi's bgm over powerful bgm ......!
  Waiting for chapter 2"," Rated 5.0 out of 5, "
580,Sooraj Kurup,a year ago,I saw Vikram movie out & out action movie.. all actors act superb. Must watch in theater will get nice experience.. direction superb. My ratings 4.5/5," Rated 4.0 out of 5, "
581,rathai kamei,a year ago,Mind boggling…. Loved it loved it loved it…. What a character played by each and everyone in the movie…. Loved the dialogues everything. Love you kamal sir and your group.," Rated 5.0 out of 5, "
582,Dibyanil Acharya,a year ago,Just mind blowing cinema terrific writing terrific acting everything is terrific Kamal Hassan Vijay sethupathi Fahad fazil everyone is just terrific and main hero of the film is Lokesh kanakadas you know Lokesh is very much a good director but also a good executor... Welcome to Loki universe," Rated 5.0 out of 5, "
583,TROMSO Oslo,a year ago,"A must watch Blockbuster !! Kamal is just amazing .vijaysethupathi, fahad and Suriya are on fire.
Looking forward to Loki Universe !!

Vikram is the answer from TamilNadu...!!"," Rated 5.0 out of 5, "
584,H k,a year ago,"boy o boy...this is crazy stuff..spellbound.. what a movie...a must watch...  welcome to the universe of lokesh....
kamal sir... god of acting.. 

best ever action movie I watched after Mad Max Fury..."," Rated 5.0 out of 5, "
585,Ganesh kgs,a year ago,"everything is dark. no brightness. after intermission. to be checked. May be problem in cinema 3 in Sahara centre

Even after interval full movie is dark.

I feel Sahara talkies Screen 3 has some issue.
in UAE

Because even trailors of other movies also like that

we wated money. could not enjoy"," Rated 3.0 out of 5, "
586,Hairoon Syed,a year ago,"A comeback movie from Kamal Sir. An interesting and mind blowing movie. 
A different angle n twist to the Indian Cinema Industry.
Great actors.
Worth watching🤩"," Rated 5.0 out of 5, "
587,M . Prem Kumar,a year ago,"Welcome to the excellent creation of LOKI UNIVERS, where you meet AGENT VIKRAM along with AGENT AMAR,  AGENT TINA, AGENT UPPILIYAPPAN, AGENT LAWRENCE, DILLI, INSPECTOR BEJOY , GANGSTER SANTHANAM and the cruel ROLEX.... It's amazing. Waiting for next chapter"," Rated 5.0 out of 5, "
588,Karuniya Velu,a year ago,"The best ever Indian action movie ever I have seen in my life..... Boom... Boom... Boom... ""Arambiklanglaaa"".... Camera work l, cinema work, every characterization such a pitch perfect there is no queries.... Breezeee feelll... Action puffff....."," Rated 5.0 out of 5, "
589,Eng.Fashith Habibullah,a year ago,"The plot and screenplay is mind-blowing, Powerpacked and massive octane  action film. the story is surrounding only for kamalhassan sir & other cast crew are awesome snap in our hearts......climax is the twisting plot to next part - Rolex........"," Rated 5.0 out of 5, "
590,Aditya Jayaraman,a year ago,"The best move of the decade... Easily ! Looking forward to the 'Lokiverse' ! What a pleasure it was to watch Kamal sir, Fahaad and of course Vijay sir !"," Rated 5.0 out of 5, "
591,Tanmoy saha,a year ago,Superb cinema. Again proved Bollywood is no match for South cinemas. Kamaal Hasan sir and the entire team did a fantastic job.," Rated 5.0 out of 5, "
592,Arun Kumar,a year ago,Nail biter from the start. 1st half was terrific. No comparison. Second half it was kamal all the way. Great to see a kamal movie after 4 years. Age is a number for him👏," Rated 5.0 out of 5, "
593,Karthik S,a year ago,"Mass RAMPAGE 🔥🔥🔥🔥🔥with an ultimate climax.Once again KAMAL HASSAN sir proven that UNIVERSAL HERO title belongs to him,you deserve it sir. Direction,Cast, Cinematography ,etc all reached up to the mark and literally waiting  for next sequel...."," Rated 5.0 out of 5, "
594,Thiyagarajan Ranganathan,a year ago,"A great movie with uncompromised acting by Kamala Hassan. What a combo of the outcome of the film with technical extravaganza 

Leads to delivering the movie with intention of  international acclaim 

Excellent portray to deliver screenplay throughout the movie 

Negative is that violence to be avoided at any formats"," Rated 4.0 out of 5, "
595,senoritta ann,a year ago,"Mind blowing movie👌🏻
Keeps you glued to the screen from the beginning till end. Mr. Kamal, Mr.Vijay Sethupathy, Mr. Fahad Fazil, Mr. Surya and each and every actor have done their parts perfect💐👏🏻🔥"," Rated 5.0 out of 5, "
596,sridhar rengasamy,a year ago,"Technically a sound movie 
Music RR is a bit loud 
Comedy is missing 
Too many characters 
Last scene fight is like Bahubali war scene 

What an acting by Fazil ans Kamal 
Setupathy little over acting 

Lady commando as servant: has done stunt scenes well 

Too many characters in the movie 

Police chief has acted like a clown 

First half moves faster 

Entertainer. 

Bit loud 

Street smart Director"," Rated 3.0 out of 5, "
597,Rajiv Seegoolam,a year ago,Amazing movie with solid performances from Kamal Hassan and Fahad Faasil. The vision of director Lokesh Kanagaraj iss extraordinary. Strongly recommended.," Rated 5.0 out of 5, "
598,26 Asmi Ghag,a year ago,"Again the best movie from Tamil film industry. Please needed a sequel asap. Kamal Hassan, Vijay sethupathi, Fahad fazil, suriya just the whole package of real talent we got here."," Rated 5.0 out of 5, "
599,Gulshan Damrani Jain,a year ago,***** 5 star rating from my sight Amazing wonder ful movie ever seen kamal hassan sir love u .... u r just an extraordinary vijay sethuparti superb as usual n suspense ( surya sir wow) waiting for part 2," Rated 5.0 out of 5, "
600,apptodate official,a year ago,"One of the films to watch in theatre this year, best music and BGM, all three of the leads are phenomenal in performance including the other actors. Story is gripping, basically the pure Kamal Hassan entertainer"," Rated 5.0 out of 5, "
601,MAHADEV NAGARGOJE,a year ago,Vikram is a well-written and well-executed blockbuster. The actors are just phenomenal. Vijay Setupathi and Fahadh Faasil stole the show. Kamal Hasan is great as always.," Rated 4.0 out of 5, "
602,Rajeev Rajan,a year ago,"+ Everyone did a good job
+ Engaging
+ Kamal 
+ Decent story line and screen play
- missed The Kamal punch, in every Kamal move there is atleast one Kamal signature, which I missed, could have connected to Vikram one , we have satyaraj, lisi, dimple  - why no connection back as a sequel... Satyaraj sir in suryas place could have been a treat."," Rated 4.0 out of 5, "
603,Stefano Luigi Alvaran Llanes,a year ago,"this is one of the most movies of ALL TIME, in fact my brother, Juandale Pringlenut tried to assasinate Johnny Depp in the middle of the the film! its so superb and i think you should watch it."," Rated 5.0 out of 5, "
604,Krishnamachari Narasimhan,2 months ago,Kamal has been pushing his boundaries to enhance standard of Tamil movies.every time he gives his best.the most admirable thing is he has given more screen space to his co.stars which was not done by him before.also he has given more freedom to lokesh by not interfering.excelent," Rated 5.0 out of 5, "
605,Jay Chavan,a year ago,"tollywood rocks.hit the like button  if your are a dieheart fan of tollywood and also regrets wasting time and money that u spend on weekend for watching all that shity bollywood movies which are senseless, i thought that the most satisfying universe would be of kgf universe of kannad industry  but loki, rolex ,vikram(kamal hassan sir ) vijaya sir and fahad sir proved that more things fasinated movies with great dialogue and bgm and with whole star cast of talented national awarded winner are up ...More"," Rated 5.0 out of 5, "
606,nishith raj,a year ago,"This not a movie, it's wasting of time,it. Like a Bollywood , 3 Hero acting in one movie, tasteless script,no logic,no emotion, Kamal Haasan as politician shouldn't act like violence , it creates bad openion between the youngsters, music part is worst , i request everyone to watch old Vikram, in this movie they spoild the image of the Surya in this movie, Vijay seadu is ready to act in any character,no good message in this movie ."," Rated 1.0 out of 5, "
607,divyanshkumar torani,a year ago,Blockbuster really a biggest entertainer Kamal Hassan sir just killed it the cast is super talented and you are also going to enjoy the ride I am going to watch it again on Disney Plus hotstar on 8th July and that's confirm 🤯🤯🤯🤯🤯🤯," Rated 5.0 out of 5, "
608,Kabilan Vimalan,a year ago,"Fantastic. It’s “The” movie in Tamil. It shows Lokesh dedication . Heart filled. No words to explain.
Once upon a time there lived a ghost it takes movie like Vikram"," Rated 5.0 out of 5, "
609,Sai Shetkar,8 months ago,🤩🤩🤩all my favourite heroes are starring in one single movie.....😊😊what can be more of a happy news for me..... looking forward to it's sequel soon....gonna book ticket for it now itself if they're released.," Rated 5.0 out of 5, "
610,devi mohan nagireddy,a year ago,"Vikram .......a movie feat  for acting lovers not for star lovers.......


LKR......handling 3 ultimate actors .....,🔥🔥🔥🔥🔥🔥🔥 


Nothing left to reviewer to point out  the flaws....actually they are disappointed because of  this film ....what a bad year for reviewers.....


Watches for 3 times and still want to watch again and again in theaters....

My humble request to the vikram team...is dont release this in   OTT this is meant only for theaters ........"," Rated 5.0 out of 5, "
611,Harish Ahamed,a year ago,"Kamal's magnificence drew a huge response in London, which is unusual for a Tamil film, but the theatre was packed with his awesomeness. It has a while to enjoy such a great movie"," Rated 5.0 out of 5, "
612,Kanna Kamal,a year ago,"The Great Acting Kamalji Indian film Legend, Really wonderful making. dnt Miss the movie n the begining.. Sure Climax makes so much of exciting finishing shot by Kamalhassan,...Enjoy"," Rated 5.0 out of 5, "
613,Ram prasad,a year ago,Wonderful work from Lokesh . Especially connecting the dots from his previous works. Kudos to the director for giving such a masterpiece first if it’s kind in Tamil cinema to my knowledge.," Rated 1.0 out of 5, "
614,harika kanaka,a year ago,"It's an awesome action movie,everyone must experience it in the theatre, more more love should be pour to it. Just wow!!!!!! Must watch movie"," Rated 5.0 out of 5, "
615,Gummerla Preetham,a year ago,"The tour of action 💥💥💥
The cast in movie nd the acting levels of Kamal Hasan Garu and Vijay setupathi was mind blowing nd the climax surya ROLEX had took the movie into another level and this movie gonna be a blockbuster 😍💥"," Rated 5.0 out of 5, "
616,Shamim Mirja,a year ago,This movie is really great movie 🍿🎥 I watched this at PVR ceniema  tha acting is so real and tha characters also nd emotions and best thing of the movie is all r agent in last and i really like chandan and her walking style💜," Rated 5.0 out of 5, "
617,vishnu m,a year ago,aandavar is back with a bang...its 100percent lokesh and 100 percent kamalhasan film too.Fahad shines as usual and vjs is marvellous.Chempan vinod also done a marvellous job. And the climax was taken the credit by someone very big.," Rated 5.0 out of 5, "
618,Aarti Dharwan,a year ago,"Go nd watch....it out.....
Worth watching a movie like Vikram in theater.... after a long tym... superb contribution from whole star cast... specially Kamal Hasan sir....👏👏

Also a great message from the movie... waiting for part 2😊😊"," Rated 5.0 out of 5, "
